key,nom,editeur,installs,avis,note,derniere_version_dc,cloud_meme_editeur,nb_alternatives,exemples
com.kostebekteknoloji.plugins.jira.jira-service-desk-toolbox,Toolbox for Jira Service Management,Köstebek Teknoloji,20,0,0,2025-09-29,,10,Jira Workflow Toolbox (540); Extension for Jira Service Management (150); Chat for Jira Service Management (57); Actions for Jira Service Management (36)
kz.als.hiding_sections_and_fields,"Hiding sections and fields, read-only fields",ALS Development,6,1,5.0,2026-07-23,,10,Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Message field (12)
com.wombatscorp.confluence-group-rename,Rename Group in Confluence,Wombats Corp,6,1,5.0,2026-07-13,,4,"User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10); AURA Table Filter for Confluence (Views  (56)"
eu.kyona.miniwiki,MiniWiki - file & wiki explorer for Jira,kyona group,6,1,5.0,2025-07-21,,0,
eu.toimproveit.saml.confluence.SAML4Confluence,SAML (SSO) Single Sign-On for Confluence,2improveIT,19,0,0,2026-06-11,,11,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Translations for Confluence (35); Copy Page Tree (67)
com.brikit.blueprintmaker,Brikit Blueprint Maker,Brikit,19,0,0,2026-03-23,,6,"Page Tree Creator Pro (Blueprint, Templa (22); Group Sign-Off: parallel Multi-Approvals (41); Work Time Calendar - Time Tracking for J (75); Gantt Suite for Jira: project management (15)"
pl.uniteam.showmemore,"Show Me More - your board, your way",Uniteam,3,3,5.0,2026-07-06,,1,"Better Commit Policy for Jira (Git, Bitb (22)"
com.coresoftlabs.announcement-feeds,Announcement Feeds - Smart Banners,Almarise,4,2,5.0,2025-07-17,,3,Announcer for Jira (12); Lively Blogs - Dynamic News and Feeds fo (15); Feature Bundle – Self-Service Extension  (51)
com.almarise.apps.idea-hub,Idea Hub - Initiatives and Product Discovery in Jira,Almarise,18,0,0,2026-09-17,,6,"Task Hub for Jira (15); GitHub Macros for Confluence (10); GitHub & Jira integration (18); Dashboard Hub Pro (Charts, Reports, Time (82)"
de.edrup.confluence.plugins.simple-anonymizer,Simple User Anonymizer (GDPR),Purde Software,18,0,0,2026-05-21,,6,Simple Tasklists (17); Simple Timesheet & Worklog Dashboard Gad (11); Simple Reminder – Email Notifications (12); User Management for Jira (bulk & timed i (25)
com.addteq.jira.plugin.accessibility.addteq-jira-unstoppable,UnStoppable for Jira,Addteq Inc,18,0,0,2026-05-26,,0,
de.kupper.it.atlassian.confluence.panels,Panels,Kupper Software,17,0,0,2026-06-13,,2,AURA Content Formatting Macros Tabs LaTe (212); Advanced Panelboxes for Confluence (12)
kr.osci.apps.flex_bitbucket,Flexible User License - Auto User Management for Bitbucket,OSCi (Open Source Consulting),5,1,5.0,2026-04-03,Flexible CSV/XLSX Bulk User Import for Jira,7,"User/Group Export & License Optimizer fo (18); IT Assets, License - Asset Management fo (71); User Management for Jira (bulk & timed i (25); Asset Management for Jira (IT Assets & L (67)"
com.shdsd.confluence.plugin.reportWise,Weekly Report,DragonSoft,5,1,5.0,2025-08-01,,19,"eazyBI for Jira Reports, Charts, and Das (227); Reports and Timesheets for Jira (108); Reporting for Confluence (100); Worklogs - Time Tracking, Time Reports,  (101)"
de.accxia.apps.confluence.webbooster.WebBooster4Confluence,WebBooster for Confluence,Accxia,5,1,5.0,2023-04-12,,0,
de.syracom.bitbucket.plugins.securelogin,Secure Login (2FA) for Bitbucket,syracom AG,5,1,5.0,2026-09-10,,5,Secure Fields - Data Security & Privacy  (30); Security & Encryption for Confluence (47); Comment Security Default (15); Security for Confluence PII & Secret Sca (15)
com.cprime.jira.plugins.globalsso-for-jira,Global SSO Single SignOn for Jira (SAML),Appfire,5,1,5.0,2026-05-12,,12,Single Sign On SAML SSO for Jira (SSO SA (82); Single Sign On (SSO) via OAuth and OpenI (53); Single Sign On (SSO) via OAuth/OpenID fo (74); SAML/OAuth SSO for JSM Customers (19)
com.accxia.jira.plugins.maintenance.Maintenance,Maintenance Mode for Jira (the Original),Accxia,16,0,0,2025-04-16,,8,Company Calendar for Jira (38); Easy Heading Macro (Floating Table of Co (19); LaTeX Math+ for Confluence (33); Magic Estimations - Async and Planning P (37)
de.kupper.it.atlassian.confluence.widgets,Widgets,Kupper Software,16,0,0,2026-06-14,,6,"Countdown Timer (40); Status & Progress Report, Sum Up Dashboa (10); Quick Filters for Jira Dashboards (Chart (22); Time & Cost Tracker for Jira (Timesheet  (17)"
net.veniture.confluence.Translator,Translator for Confluence,DC Factory,3,2,5.0,2024-06-27,,4,Lango AI Translator: Language & translat (33); Translations for Confluence (35); Interlingo - Translator for Confluence (10); Group Sign-Off: parallel Multi-Approvals (41)
pl.softlist.calls.finesse.callcenter-integration,Cisco Finesse integration for Jira,Softlist Sp. z o.o.,3,2,5.0,2026-05-15,,16,Slack Integration+ for Jira (77); Open API (Swagger) Integration (31); Toggl Integration for Jira (37); Power BI Connector for Jira (159)
net.seibertmedia.confluence.macro-manager,Macro Security Manager for Confluence (Compliance),kencha Software,6,1,3.75,2026-02-10,,14,Refined Macro Toolkit (Content Formattin (35); HTML Macro for Confluence (31); Secure Fields - Data Security & Privacy  (30); Security & Encryption for Confluence (47)
com.caritteprod.group-ambassadors-conf,Group Ambassadors for Confluence,Jaanga,7,1,2.5,2026-07-10,Group Ambassadors - Delegate Group Management & Membership,4,"User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10); AURA Table Filter for Confluence (Views  (56)"
com.deview-studios.atlassian.jira.ai-issue-generator,AI Issue Breakdown Assistant for Jira (Cloud & Private AI),Deview Studios,14,0,0,2026-07-06,Issue AI Analytics for Jira (Cloud & Private AI),10,AI for Confluence Cloud (44); AI Copilot for Jira (18); AI for Jira Cloud (19); (AI powered) Automated Release Notes & R (48)
net.globosolutions.plugins.bitbucket2telegram,Telegram Connector for Bitbucket,Globo Solutions,14,0,0,2026-06-29,,14,Telegram to Jira Connector (18); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77)
com.mgmtp.jira.app.user-data-cleanup.jira-user-cleanup,User Data Cleanup for Jira,mgm technology partners,3,4,4.06,2026-05-28,,10,Optimizer for Jira (Health Checks & Clea (33); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)
com.itlab.jira.plugins.attachment-downloader,Attachment Downloader for Jira,it.Lab,4,1,5.0,2026-08-09,,8,Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); GoEdit - Simply edit attachments! (102); Smart Attachments for Jira (File & Docum (80)
com.itlab.jira.plugins.select2,Select2 Transformer for Jira,it.Lab,4,1,5.0,2026-08-09,,6,Scroll PDF Exporter for Confluence (228); Scaffolding Forms & Templates for Conflu (124); Issue Matrix for Jira (42); JSM Mobile - Service Management Portal (16)
com.shdsd.plugin.sync-to-jira,Sync to Jira,DragonSoft,4,1,5.0,2025-09-08,,13,"Backbone Work Sync for Jira (Two Way Iss (72); Elements Copy & Sync (clone issues, proj (57); User Profiles for Jira (Microsoft Attrib (26); Work Sync for Jira (Connector) FORGE (24)"
de.kupper.it.atlassian.confluence.carousel,Responsive Carousel,Kupper Software,13,0,0,2022-10-27,,5,Canned Responses Pro Templates for Jira (108); Response Templates for Jira (Canned Resp (11); Process Templates for Jira (Issue Templa (23); Instant Websites for Confluence (15)
com.cprime.confluence.plugins.globalsso-for-confluence,Global SSO for Confluence,Appfire,4,2,3.75,2026-05-12,,10,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth and OpenI (53); Single Sign On (SSO) via OAuth/OpenID fo (74)
com.shdsd.plugin.watermarkForJira,Watermark for Jira and JSM,DragonSoft,12,0,0,2026-04-15,,15,Queues for Jira & JSM (47); Microsoft Teams for Jira & JSM (30); Discord for Jira & JSM (12); Microsoft 365 for Jira & JSM (Teams & Ou (195)
com.miniorange.twofactor.bamboo-twofactor,mO 2FA for Bamboo (Two Factor Authentication),miniOrange,12,0,0,2026-07-20,,8,"Fields - Custom Fields for Jira (48); Pivot Report: Roll Up Epic Issues, Workl (80); Single Sign On (SSO) via OAuth/OpenID fo (74); Zephyr - Test Management and Automation  (492)"
net.koncis.listedit,Easy List Edit (for Jira),Condoctor ApS,12,0,0,2026-03-04,,10,GoEdit - Simply edit attachments! (102); SQL for Confluence (Pro Edition) (29); Easy Issue Templates for Jira (81); My ToDo Checklist - Fast Inline ToDo Lis (47)
com.miniorange.userprofile.confluence.userprofile-confluence,Custom profile attributes and LDAP sync for Confluence,miniOrange,2,2,5.0,2026-05-28,,15,User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31); Entra ID (Azure AD) Attributes Sync for  (21); Awesome Custom Fields – Custom Fields fo (27)
bamboo-unified-connector,"Microsoft Teams, Slack, Google Chat integration for Bamboo",Move Work Forward,3,1,5.0,2026-01-14,Advanced Microsoft Teams Connector for Confluence,5,Microsoft Teams for Jira & JSM (30); Microsoft 365 for Jira & JSM (Teams & Ou (195); Slack Integration+ for Jira (77); Slack Integration for Jira (17)
com.shdsd.jira.plugin.ProjectProps,Project Properties Extension for Jira,DragonSoft,3,1,5.0,2025-07-03,,11,"Jira Misc Workflow Extensions (JMWE) (534); Properties - Templates, Metadata & Datab (17); JQL Search Extensions for Jira (51); Extension for Jira Service Management (150)"
com.digixperience.atlassian.confluence.community,"Community (Ask, Discuss and Innovate)",DigiXperience,3,1,5.0,2023-03-08,,5,"Polls, Votes, Surveys & Community Networ (20); Intercom for Jira (18); MANTRA Intranet | News Events Theme Mobi (100); Telegram to Jira Connector (18)"
com.ovyka.jira.ovpronotifier,Advanced Notifications for Jira by Ovyka,Ovyka,3,1,5.0,2025-10-10,,12,Notification Assistant for Jira - Email (57); Inbox for Jira (smart notifications) (21); Advanced Portal Reports for Jira Service (48); Advanced Microsoft Teams Connector for J (43)
de.xalt.confluence.plugins.advanced-tabs,Advanced Tabs - Tabbed Page Navigation For Confluence,XALT Business Consulting GmbH,10,0,0,2025-11-13,,11,"Composition Tabs for Confluence (77); Advanced Portal Reports for Jira Service (48); Mosaic: Content Formatting Macros, Tabs  (113); AURA Content Formatting Macros Tabs LaTe (212)"
com.glintech.jira.plugins.terms-and-conditions-for-jira,Terms and Conditions for Jira,GLiNTECH - a Valiantys company,10,0,0,2026-03-03,Terms and Conditions for Confluence Cloud,5,"Smart Terms Glossary (Definitions, Highl (46); Workflow Enhancer for Jira (43); Group Sign-Off: parallel Multi-Approvals (41); Approval Path for Jira (26)"
com.fulstech.jira-checklist,Checklist Custom Field for Jira Data Center,Fulstech,9,0,0,2026-02-13,,10,Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Fields - Custom Fields for Jira (48); Power Custom Fields for Jira (34)
com.empyra.upl.UserPropertyListenerforJira,User Property Listener for Jira,appserve.ai – a division of Empyra,1,3,5.0,2026-07-17,,5,"Properties - Templates, Metadata & Datab (17); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)"
com.jbehaveforjira.plugin,JBehave for Jira,SpecBright,1,4,4.69,2026-04-09,,1,Behave Pro: BDD in Jira with Cucumber (45)
de.resolution.httpheaderauth.confluence,HTTP Header Authentication for Confluence,resolution Reichert Network Solutions GmbH,8,0,0,2026-09-07,,6,Enhanced API Authentication for Jira wit (15); Single Sign On (SSO) via OAuth/OpenID fo (74); Single Sign On (SSO) via OAuth and OpenI (53); AURA Content Formatting Macros Tabs LaTe (212)
com.dsr.atlassian.jira.custom-field-protector-jira-plugin,Delta Guard: security for custom fields in Jira,DSR Corporation,2,1,5.0,2026-06-01,,0,
de.t2consult.atlassian.jira.announceit,Announce It for Jira,t2consult,2,1,5.0,2026-06-26,Announce It Lite for Jira,6,Announcer for Jira (12); Feature Bundle – Self-Service Extension  (51); Message field (12); Lively Blogs - Dynamic News and Feeds fo (15)
bitbucket-google-chat-integration,Google Chat integration for Bitbucket,votazz,2,1,5.0,2025-11-19,,9,Google Drive Connector for Jira Automati (14); Google Drive Connector in Confluence (51); Google Sheets for Confluence (Workspace  (19); Google Drive Connector for Confluence (14)
ch.infometis.jira.tdo,Test Data Orchestrator,Infometis,2,1,5.0,2025-11-06,,12,"AIO Tests: QA Testing and Test Managemen (114); Xray - Test Management for Jira (553); Zephyr - Test Management and Automation  (492); Agile Test: Enterprise QA Testing, Test  (74)"
de.catworkx.jira.plugins.scheduled-operations-layer,Teamworkx Connector for Jira,catworkx GmbH,7,0,0,2025-10-16,,16,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
net.utoolity.atlassian.bamboo.automation-with-aws-bamboo,Automation with AWS (Bamboo),Utoolity,7,0,0,2026-09-01,,11,"JSU Automation Suite for Jira Workflows (298); draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Zephyr - Test Management and Automation  (492); Google Drive Connector for Jira Automati (14)"
com.itlab.jira.plugins.workflow-booster,Workflow Booster for Jira,it.Lab,1,2,5.0,2026-08-09,,12,Jira Workflow Toolbox (540); PR-Booster For Bitbucket (15); Jira Misc Workflow Extensions (JMWE) (534); JSU Automation Suite for Jira Workflows (298)
de.kyona.todoboard,MyToDo Board for Jira,kyona group,1,2,5.0,2024-02-14,,3,Advanced Kanban & Agile Boards: SAFe & W (17); Easy Agile Programs - PI Planning Progra (46); Hill Chart for Jira (Shape Up Board) (10)
net.brokenbuild.dc.burn-chart,Burnup Burndown chart gadget (forecast on Jira DC Dashboard),Broken Build,6,0,0,2026-09-16,Burnup Burndown charts: forecasting in Jira Dashboard gadget,8,"Custom Charts for Jira -Reports, Dashboa (139); eazyBI for Jira Reports, Charts, and Das (227); Great Gadgets: Agile Dashboard Charts, M (49); Table Filter, Charts & Spreadsheets for  (442)"
net.brokenbuild.dc.cycle-time,"Cycle Time Gadgets: Time in Status, Trend report for Jira",Broken Build,6,0,0,2026-09-14,"Time in Status report, Cycle Time & Lead Time Chart for Jira",13,"Agile Charts - WIP, Cycle & Lead Time, T (18); Time in Status (208); Status Time Reports Free - Time in Statu (58); Status Time Reports - Time in Status (53)"
asset-history,Assets History for Jira,SaaSJet,6,0,0,2026-07-22,,10,"Issue History for Jira (Work Item Histor (95); Issue History Collector - See History (39); IT Assets, License - Asset Management fo (71); Asset Management for Jira (IT Assets & L (67)"
com.miniorange.usermanagement.bitbucket-user-management,Automated User Management & Auto-deactivation for Bitbucket,miniOrange,6,0,0,2026-09-18,,10,Zephyr - Test Management and Automation  (492); User Management for Jira (bulk & timed i (25); JSU Automation Suite for Jira Workflows (298); Flexible User License - Auto User Manage (22)
com.whitesoftware.confluence.navigator-for-confluence,Navigator for Confluence,White Software,6,0,0,2026-02-09,Navigator for Jira,7,Navitabs - Navigation Macros for Conflue (45); SubSpace Navigation for Confluence (63); STAGIL Navigation Menus for Jira (20); Navigation Menus for Confluence (quick & (17)
com.miniorange.bitbucket.crowd.bitbucket-crowd-sso,mO SSO connector for Crowd and Bitbucket,miniOrange,6,0,0,2026-08-24,,16,Single Sign On SAML SSO for Jira (SSO SA (82); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); SAML/OAuth SSO for JSM Customers (19)
com.addteq.confluence.plugin.unstoppable.unstoppable-confluence,Unstoppable for Confluence,Addteq Inc,6,0,0,2026-03-20,,0,
de.kupper.it.atlassian.confluence.bulk.space.categories,Bulk Space Categories (labels),Kupper Software,6,0,0,2023-11-19,,9,"Deep Clone for Jira (Copy Projects, Bulk (134); Bulk Attachment Download (12); SubSpace Navigation for Confluence (63); Bulk Clone Professional for Jira (18)"
net.utoolity.atlassian.jira.identity-federation-for-aws-jira,Identity Federation for AWS (Jira),Utoolity,6,0,0,2026-09-01,,1,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205)"
com.sevidev.advanced.issue.history,Advanced Issue History,Sevidev,5,0,0,2026-06-02,,7,Issue History for Jira (Work Item Histor (95); Issue History Collector - See History (39); Advanced Export – Scheduled Work Items R (19); Advanced Portal Reports for Jira Service (48)
net.savignano.s-notify.bitbucket.gui,S/Notify Email Encryption for Bitbucket,savignano software solutions,5,0,0,2025-10-14,,5,Email This Issue (181); Notification Assistant for Jira - Email (57); mailto.wiki - Email for Confluence (11); Simple Reminder – Email Notifications (12)
com.ovyka.jira.ovelasticlink,BI Indexer: ElasticSearch for Jira by Ovyka,Ovyka,5,0,0,2024-01-19,,4,"Power BI Connector for Jira (159); Power BI Connector - Connect Power BI an (59); eazyBI for Jira Reports, Charts, and Das (227); Power BI for Confluence (Embed and Share (18)"
com.medeuit.jira.project-administration-access,Project Administration Access,Medeu IT,1,1,5.0,2026-02-20,,7,"Multiplier - Access Management & IGA for (19); Deep Clone for Jira (Copy Projects, Bulk (134); Projectrak (Project Portfolio Management (128); Delegated Project Creator for Jira (33)"
com.borg.bitbucket.stop-the-line,Stop The Line for Bitbucket,Sveasoft,1,1,5.0,2026-03-20,,8,"Jira Command Line Interface (CLI) (32); Confluence Command Line Interface (CLI) (31); Issue Templates Agent (fields, structure (49); Table Filter, Charts & Spreadsheets for  (442)"
com.almarise.apps.communities,Communities for Jira,Almarise,1,1,5.0,2026-09-17,,5,"Polls, Votes, Surveys & Community Networ (20); Intercom for Jira (18); MANTRA Intranet | News Events Theme Mobi (100); Telegram to Jira Connector (18)"
com.mgmtp.jira.app.group-master.jira-group-master,Group Master for Jira,mgm technology partners,4,0,0,2026-09-10,,5,"AI Scrum Master - Standup Meetings & Tim (127); User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10)"
io.innovura.plugins.avatari,Avatari | Avatar Generator,Futurate,4,0,0,2024-02-06,,0,
com.acis.rm,Quality Risk Manager,Acis,4,0,0,2026-08-30,,6,"SoftComply Risk Manager for Basic Produc (14); SoftComply Risk Manager Plus for Advance (10); Risk Register, Risk Management for Jira  (17); Risk Register (48)"
com.miniorange.password.password-policy,Advanced Password Policy Manager for Jira,miniOrange,4,0,0,2023-07-12,,9,"Password for Confluence (17); Better Commit Policy for Jira (Git, Bitb (22); Advanced Portal Reports for Jira Service (48); Advanced Panelboxes for Confluence (12)"
org.techtime.bitbucket.plugins.easytime,EasyTime Automatic Tracker for Bitbucket Time Tracking,TechTime Initiative Group Limited,4,0,0,2025-10-02,EasyTime Automatic Tracker for Confluence Time Tracking,5,Capacity Tracker (36); Time Tracker for Jira Cloud & DC (298); Clockwork Lite Time Tracker - Time Track (112); WorklogPRO - Timesheets and Cost Tracker (43)
net.brutscher.confluence.searchbelow.SearchBelow,Search Below,IT-Beratung Dirk Brutscher,4,0,0,2025-12-03,,1,JQL Search Extensions for Jira (51)
com.jsoft.jira.plugins.jira-ms365,Microsoft 365 Connector for Jira,J Soft,4,0,0,2026-04-17,,8,Microsoft 365 for Jira & JSM (Teams & Ou (195); Advanced Microsoft Teams Connector for J (43); Advanced Microsoft Teams Connector for C (17); Microsoft Teams for Jira & JSM (30)
com.miniorange.bamboo.crowd.bamboo-crowd-sso,mO SSO connector for Crowd and Bamboo,miniOrange,4,0,0,2026-08-21,,16,Single Sign On SAML SSO for Jira (SSO SA (82); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); SAML/OAuth SSO for JSM Customers (19)
de.resolution.usersync.bitbucket,"User Sync: SCIM Provisioning, Group Sync for Bitbucket",resolution Reichert Network Solutions GmbH,4,0,0,2026-08-28,,11,"User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31); SCIM Provisioning, User Sync & Group Syn (10); Backbone Work Sync for Jira (Two Way Iss (72)"
net.utoolity.atlassian.jira.automation-with-aws-jira,Automation with AWS (Jira),Utoolity,4,0,0,2026-09-01,,11,"JSU Automation Suite for Jira Workflows (298); draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Zephyr - Test Management and Automation  (492); Google Drive Connector for Jira Automati (14)"
de.t2consult.atlassian.jira.dynamic,Dynamic UI for Jira,t2consult,3,0,0,2025-12-30,,3,"Dynamic Forms for Jira (58); Draw UI Wireframes, Mockup, Prototype &  (13); Lively Blogs - Dynamic News and Feeds fo (15)"
com.mgmtp.jira.app.group-master.confluence-group-master,Group Master for Confluence,mgm technology partners,3,0,0,2026-09-10,,5,"AI Scrum Master - Standup Meetings & Tim (127); User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10)"
kr.osci.apps.flex_jsm,Flexible User License - Auto User Management for JSM,OSCi (Open Source Consulting),3,0,0,2026-09-08,Flexible CSV/XLSX Bulk User Import for Jira,7,"User/Group Export & License Optimizer fo (18); IT Assets, License - Asset Management fo (71); User Management for Jira (bulk & timed i (25); Asset Management for Jira (IT Assets & L (67)"
com.sodius.oslc.app.confluence,SodiusWillert OSLC Connect for Confluence,SodiusWillert,3,0,0,2026-03-31,SodiusWillert OSLC Connect for Jira,16,Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77); Power BI Connector - Connect Power BI an (59)
de.devopssystems.defaulttasks.bitbucket.default-task-bitbucket,Smart Default Tasks for Pull Requests,DevOpsSystems GmbH,3,0,0,2026-03-09,,13,Smart Checklists for Jira (132); Comment Security Default (15); Default Values for 'Create Issue' screen (26); Task Hub for Jira (15)
de.smartics.userscripts-for-confluence,Userscripts for Confluence,smartics,3,0,0,2026-09-04,,0,
com.brikit.contentflow,Brikit Content Flow,Brikit,3,0,0,2025-01-17,,11,Scroll Content Manager for Confluence (37); Custom Content for Jira (22); KARMA Page Builder for Confluence (Conte (164); Better Content Archiving and Analytics f (155)
cea4b4d2-9e2c-4c93-bfa5-0b944b0876d0.stash,Kantega User Management & License Optimizer for Bitbucket,Kantega SSO,2,0,0,2026-07-03,Kantega User Management & License Optimizer for Confluence,6,User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); My User Manager for Jira (11); Flexible User License - Auto User Manage (17)
com.teamswork.export.owly-jira-data-exporter,Owly Json Data Exporter for Jira,"Teams, Work. Ltd",2,0,0,2026-05-16,,9,Scroll PDF Exporter for Confluence (228); External Data for Jira Fields (Connect R (86); Scroll Word Exporter for Confluence (136); Markdown Exporter for Confluence (22)
net.brokenbuild.dc.cumulative-flow,Cumulative Flow Diagrams/CFD for Scrum/Kanban (Agile Charts),Broken Build,2,0,0,2026-07-29,Cumulative Flow Diagrams/CFD for Jira (Agile Charts Gadgets),11,"Gliffy Diagrams for Confluence (799); draw.io Diagrams for Jira (350); Mermaid Diagrams for Confluence (23); draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205)"
de.t2consult.atlassian.jira.attachmentscanner,Attachment Scanner for Jira,t2consult,2,0,0,2025-10-30,,10,Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); GoEdit - Simply edit attachments! (102); Smart Attachments for Jira (File & Docum (80)
eu.toimproveit.atlassian.terminal4bitbucket,Terminal for Bitbucket,2improveIT,2,0,0,2025-10-22,,6,"OnLink Import for Assets, Entra ID, Intu (20); Smart Courses for Confluence (LMS, Quizz (51); Smart Terms Glossary (Definitions, Highl (46); IZI for Confluence (LMS, Training Course (34)"
de.resolution.usersync.bamboo,"User Sync: SCIM Provisioning, Group Sync for Bamboo",resolution Reichert Network Solutions GmbH,2,0,0,2026-08-28,,11,"User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31); SCIM Provisioning, User Sync & Group Syn (10); Backbone Work Sync for Jira (Two Way Iss (72)"
eu.toimproveit.saml.bitbucket.SAML4Bitbucket,SAML (SSO) Single Sign-On for Bitbucket,2improveIT,2,0,0,2025-02-14,,11,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Translations for Confluence (35); Copy Page Tree (67)
com.itlab.jira.plugins.dashboard-booster,Dashboard Booster for Jira,it.Lab,0,1,5.0,2026-08-09,,15,"Rich Filters for Jira Dashboards (185); PR-Booster For Bitbucket (15); eazyBI for Jira Reports, Charts, and Das (227); Dashboard Hub for Confluence (Reports, D (10)"
com.accxia.sd.doubleprotect,DoubleProtect,Accxia-US,0,1,5.0,2025-09-12,,0,
com.alphalyrae.likertsurvey,Likert Rating Survey,Alpha Lyrae Systems,0,1,5.0,2021-10-08,,3,"Multivote & Enterprise Survey for Conflu (32); Customer Satisfaction (CSAT) Survey for  (43); Polls, Votes, Surveys & Community Networ (20)"
eu.toimproveit.saml.bamboo.SAML4Bamboo,SAML (SSO) Single Sign-On for Bamboo,2improveIT,0,1,5.0,2025-02-14,,11,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Translations for Confluence (35); Copy Page Tree (67)
com.miniorange.migration.jira-migration-assistant,"DLP- Sensitive Data ( PII, GDPR ) Scanner & Cleaner for Jira",miniOrange,1,0,0,2026-07-06,,4,"Nightfall AI DLP for Confluence (10); Compliance for Confluence (DLP, Classifi (11); Data Protection Toolkit: GDPR, PII & DLP (12); Nightfall AI DLP for Jira (11)"
com.churrie.confluenceOnewaySync,One-Way Sync for Confluence,Churrie Works Inc,1,0,0,2026-02-21,,8,"Deep Clone for Jira (Copy Projects, Bulk (134); Elements Copy & Sync (clone issues, proj (57); Clone Plus for Jira (58); Bulk Clone Professional for Jira (18)"
com.dsr.atlassian.jira.jira-tree-plugin,Sigma Tree: WBS tasks structure for Jira,DSR Corporation,1,0,0,2025-12-10,,5,"Copy Page Tree (67); Tree View (10); Agile Tools-Epic Tree, Links Tree, Time  (20); Page Tree Creator Pro (Blueprint, Templa (22)"
com.plateer.matilda.smart-license-for-jira,Smart License Manager for Jira,Plateer,1,0,0,2026-06-24,,14,"Asset Management for Jira (IT Assets & L (67); Smart Checklists for Jira (132); IT Assets, License - Asset Management fo (71); Smart Attachments for Jira (File & Docum (80)"
net.brokenbuild.dc.monte-carlo-chart,Monte Carlo simulations for Jira (Agile Charts Reports KPIs),Broken Build,1,0,0,2026-09-16,Monte Carlo Simulations & Capacity Planning for Scrum/Kanban,5,"Gantt Charts, Forecasting, Roadmap, Kanb (12); ActionableAgile® Analytics: Kanban/ Agil (32); Agile Reports & Gadgets: 30+ delivery he (21); Simple Reminder – Email Notifications (12)"
net.brokenbuild.dc.custom-chart,Created vs Resolved charts for Jira (Agile Gadgets Reports),Broken Build,1,0,0,2026-09-24,"Created vs Resolved charts for Scrum, Kanban (Agile Reports)",7,Create on Transition for Jira (49); TeamTime | Resource Reports: Estimate vs (18); Default Values for 'Create Issue' screen (26); Elements Publish (Confluence pages creat (14)
net.brokenbuild.dc.wip-chart,Agile WIP Aging & Run charts for Jira (Gadgets Reports KPIs),Broken Build,1,0,0,2026-09-17,,13,"Advanced Kanban & Agile Boards: SAFe & W (17); Agile Charts - WIP, Cycle & Lead Time, T (18); ActionableAgile® Analytics: Kanban/ Agil (32); Great Gadgets: Agile Dashboard Charts, M (49)"
tn.arribatt.jira.saveAsDraft,Save as Draft – For lengthy forms,Arribatt,1,0,0,2025-12-04,,9,Comala Publishing (40); Actions for Jira Service Management (36); Numbered Headings (114); Space Sync for Confluence (Copy & Publis (11)
de.accxia.jira.addon.access.AccxiaGenericJiraAccess,Generic Access for Jira,Accxia,1,0,0,2026-07-29,,2,Multiplier - Access Management & IGA for (19); AI Test Case and User Story Issue Auto G (11)
